ID;Rep;Tannin;trait_class;CSplit
108308003303;1;0.446733437;[0,1];Test
108308003303;2;0.446733437;[0,1];Test
108308003303;3;0.446733437;[0,1];Test
108308003303;4;0.446733437;[0,1];Test
108308003315;1;2.039741211;(1,3];Test
108308003315;2;2.039741211;(1,3];Test
108308003315;3;2.039741211;(1,3];Test
108308003315;4;2.039741211;(1,3];Test
108308003325;1;0.349030192;[0,1];Test
108308003325;2;0.349030192;[0,1];Test
108308003325;3;0.349030192;[0,1];Test
108308003325;4;0.349030192;[0,1];Test
108308003339;1;0.139375355;[0,1];Test
108308003339;2;0.139375355;[0,1];Test
108308003339;3;0.139375355;[0,1];Test
108308003339;4;0.139375355;[0,1];Test
108308003347;1;2.885890226;(1,3];Test
108308003347;2;2.885890226;(1,3];Test
108308003347;3;2.885890226;(1,3];Test
108308003347;4;2.885890226;(1,3];Test
108308003349;1;0.264828637;[0,1];Test
108308003349;2;0.264828637;[0,1];Test
108308003349;3;0.264828637;[0,1];Test
108308003349;4;0.264828637;[0,1];Test
108308003351;1;2.501029771;(1,3];Test
108308003351;2;2.501029771;(1,3];Test
108308003351;3;2.501029771;(1,3];Test
108308003351;4;2.501029771;(1,3];Test
108308003353;1;3.448859848;(3,Inf];Test
108308003353;2;3.448859848;(3,Inf];Test
108308003353;3;3.448859848;(3,Inf];Test
108308003353;4;3.448859848;(3,Inf];Test
108308003375;1;0.455722554;[0,1];Test
108308003375;2;0.455722554;[0,1];Test
108308003375;3;0.455722554;[0,1];Test
108308003375;4;0.455722554;[0,1];Test
108308003571;1;0.331475104;[0,1];Test
108308003571;2;0.331475104;[0,1];Test
108308003571;3;0.331475104;[0,1];Test
108308003571;4;0.331475104;[0,1];Test
108308003583;1;4.962248471;(3,Inf];Test
108308003583;2;4.962248471;(3,Inf];Test
108308003583;3;4.962248471;(3,Inf];Test
108308003583;4;4.962248471;(3,Inf];Test
108308003607;1;0.373848924;[0,1];Test
108308003607;2;0.373848924;[0,1];Test
108308003607;3;0.373848924;[0,1];Test
108308003607;4;0.373848924;[0,1];Test
108308003613;1;3.936299033;(3,Inf];Test
108308003613;2;3.936299033;(3,Inf];Test
108308003613;3;3.936299033;(3,Inf];Test
108308003613;4;3.936299033;(3,Inf];Test
108308003619;1;3.555165764;(3,Inf];Test
108308003619;2;3.555165764;(3,Inf];Test
108308003619;3;3.555165764;(3,Inf];Test
108308003619;4;3.555165764;(3,Inf];Test
108308003627;1;4.896655192;(3,Inf];Test
108308003627;2;4.896655192;(3,Inf];Test
108308003627;3;4.896655192;(3,Inf];Test
108308003627;4;4.896655192;(3,Inf];Test
